小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
恒大翡翠华庭,章江新区新赣州大道文武坝路36号,3室2厅1卫,107㎡,南,中层(共26层),2017年建造,14019元/㎡,150万,单价一万四中间楼层，超宽楼间距，看整个小区园林景观
华润幸福里二期,章江新区登峰大道琴江路5号,4室2厅2卫,140㎡,东西,中层(共34层),2015年建造,16415元/㎡,229.8万,万象城商圈精装南  四房性价比之  近公园 中高楼层事业好
华润幸福里三期,章江新区登峰大道琴江路,4室2厅2卫,128㎡,南北,中层(共42层),2015年建造,14844元/㎡,190万,万象城旁，幸福里高层四室两厅，南北双阳台，得房率高
天际华庭,章江新区长征大道长征大道2号,4室2厅2卫,147.41㎡,南,中层(共11层),2007年建造,10583元/㎡,156万,新出好房！章江新区核心位置大四房，精装修未入住！
中海派,章江新区赞贤路赞贤路,2室2厅1卫,106㎡,南,低层(共30层),2018年建造,16604元/㎡,176万,房东急售！三面露台近300平！50万欧式豪装！采光通风好
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,100㎡,南,高层(共33层),2018年建造,14200元/㎡,142万,近万象城 章贡中学旁 海亮天城 高楼层 精装好房 拎包入住
龙湾佳园(东区),章江新区梅关大道五洲大道,3室2厅1卫,80㎡,南北,低层(共18层),2008年建造,7250元/㎡,58万,章江新区一桥之隔 火车站旁电梯三房 正规小区房龄新
嘉福尚江尊品二期,章江新区五指峰路梅关大道20号,3室2厅1卫,120㎡,南北,高层(共31层),2016年建造,17417元/㎡,209万,新区江景小区 金人民医院 阳明中学 赣州市标杆品质
宝能世纪城(东区),章江新区红都大道赣江源大道11号,4室2厅2卫,130㎡,南北,低层(共32层),2015年建造,13693元/㎡,178万,文清豪德  旁精装四房公摊小总价低
国锦锦程苑B区,章江新区红都大道廉江路,3室2厅1卫,105㎡,南北,高层(共6层),2020年建造,10953元/㎡,115万,梅江区 保育院 全新装修未入住  南北通透 好晒太阳 光线好
铂金时代,章江新区长征大道长征大道16号,3室2厅1卫,88㎡,南,高层(共24层),2009年建造,10910元/㎡,96万,市政府旁，电梯非顶楼，只要15个W
恒大翡翠华庭,章江新区新赣州大道文武坝路36号,3室2厅2卫,122.41㎡,南,低层(共25层),2018年建造,15277元/㎡,187万,E地段，南北双露台，精装修，南北通透，出行方便 ，设施齐全
城央一品,章江新区兴国路兴国路45号,2室2厅1卫,54㎡,南,中层(共19层),2016年建造,12704元/㎡,68.6万,章江新区电梯精致两房无主灯设计章江路小中海物业拎包入住好停车
中环中央城B区,章江新区登峰大道绵江路21号,4室2厅3卫,121㎡,南,低层(共26层),2017年建造,11240元/㎡,136万,万象城 通透大四房  零公摊  急售136万
中环中央城B区,章江新区登峰大道绵江路21号,4室2厅2卫,117.63㎡,西,低层(共24层),2016年建造,11222元/㎡,132万,章江新区万象城旁中环中央城B区毛坯四房
中海国际社区东郡B区,章江新区登峰大道信丰路,3室2厅2卫,109㎡,南北,中层(共28层),2015年建造,13762元/㎡,150万,中海国际社区精装三房，中间楼层视野无遮挡，低于市场价随时看房
阳光瑞香新城A区,章江新区红都大道全南路38号,1室2厅1卫,64㎡,南北,高层(共7层),2000年建造,9063元/㎡,58万,章江新区，文清叶坪路 ，一房步梯，可领包入住，
华润幸福里二期,章江新区登峰大道琴江路5号,3室2厅2卫,127㎡,南,中层(共32层),2015年建造,15197元/㎡,193万,万象城旁 幸福里二期 豪宅大气三房 户型方正 南北通 中高层
云星中央星城,章江新区瑞金路赣江源大道8号,4室2厅2卫,117㎡,南北,高层(共32层),2017年建造,13419元/㎡,157万,云星中央星城 楼龄新 南北通透 医疗配套成熟 商业配套齐全
中海国际社区华府,章江新区赞贤路五指峰路21号,3室2厅2卫,131㎡,南,高层(共33层),2017年建造,13359元/㎡,175万,赣三中旁 中海华府 边套精装大三房 南北通透 视野好
豪德银座,章江新区章江南大道江南大道,2室2厅1卫,67㎡,南北,中层(共31层),2008年建造,12389元/㎡,83万,章江新区 滨江超大小区 中等楼层 全明采光 超值精装电梯两房
中祥玖珑湾一期,章江新区梅关大道梅关大道,3室2厅1卫,84㎡,南北,低层(共25层),2012年建造,13691元/㎡,115万,中祥玖珑湾一期 业主急售 全新装修未入住 三房采光好 随时看
中祥玖珑湾一期,章江新区梅关大道梅关大道,4室2厅2卫,137㎡,南,低层(共30层),2017年建造,15183元/㎡,208万,空气清新江边四房两厅两卫户型
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,136㎡,南,中层(共11层),2008年建造,11765元/㎡,160万,章江新区必看好房 南北双阳台4房 中间楼层
江山里澜湾,章江新区梅关大道梅关大道30号,4室2厅2卫,137.87㎡,南北,低层(共33层),2017年建造,15595元/㎡,215万,江山里澜湾 精装好房 板楼 低密度社区 正规商品房 南北通透
中梁江督府,章江新区登峰大道文武坝路,4室2厅2卫,120.8㎡,南北,中层(共18层),2019年建造,16971元/㎡,205万,文清路梅江  ，南北通透毛坯四房，中间楼层全天日照板楼
中海凯旋门,章江新区兴国路五指峰路22号,4室2厅2卫,128㎡,南,低层(共18层),2018年建造,18360元/㎡,235万,降价急售！高端住宅 精装四房 小区中央楼栋
中航城,章江新区翠微路翠微路1号,4室2厅2卫,131㎡,南,高层(共28层),2012年建造,13970元/㎡,183万,豪德  附近 中航城欧式装修四房 边套使用 保养好
国锦锦程苑B区,章江新区红都大道廉江路,3室2厅1卫,105㎡,南北,高层(共6层),2020年建造,10953元/㎡,115万,国锦锦程苑B区 刚需小三居 近医院 商品住宅
华润幸福里一期,章江新区登峰大道琴江路,3室2厅1卫,86㎡,南,低层(共32层),2016年建造,17442元/㎡,150万,幸福里21户型 送露台80平带地下室 满五   无个税
嘉福尚江尊品二期,章江新区五指峰路梅关大道20号,3室2厅2卫,120.33㎡,南,高层(共32层),2014年建造,17868元/㎡,215万,嘉福品质 看一线江景房 经典装修 高端小区 拎包入住
华润幸福里三期,章江新区登峰大道琴江路,4室2厅1卫,99.48㎡,南,高层(共42层),2016年建造,14174元/㎡,141万,捡漏！单价14000多买万象城商圈 华润幸福里4房 视野开阔
中梁江督府,章江新区登峰大道文武坝路,4室2厅2卫,120.8㎡,南北,中层(共18层),2019年建造,16971元/㎡,205万,文清路梅江  ，南北通透毛坯四房，中间楼层全天日照板楼
江山里澜湾,章江新区梅关大道梅关大道30号,4室2厅2卫,137.87㎡,南北,低层(共33层),2017年建造,15595元/㎡,215万,江山里澜湾 精装好房 板楼 低密度社区 正规商品房 南北通透
美的君兰半岛,章江新区登峰大道东江源大道,3室2厅2卫,108㎡,南北,低层(共33层),2021年建造,11852元/㎡,128万,新上美的君兰半岛 网红次新房 精装三房 急售
海亮天城,章江新区红都大道东江源大道66号,3室2厅1卫,95㎡,南北,低层(共30层),2018年建造,13895元/㎡,132万,全景VR看房，海亮天城毛坯3房，看小区园景，江山里旁
华润幸福里二期,章江新区登峰大道琴江路5号,3室2厅2卫,126.09㎡,南,中层(共34层),2013年建造,15228元/㎡,192万,万象好房书香绕梁中式豪装 全屋中央空调豪装仅售毛坯价196万
海亮天城,章江新区红都大道东江源大道66号,2室2厅1卫,85.52㎡,南,高层(共33层),2016年建造,12629元/㎡,108万,笋盘来袭      海亮天城精装两房
中祥玖珑湾一期,章江新区梅关大道梅关大道,3室2厅1卫,84㎡,南北,低层(共25层),2012年建造,13691元/㎡,115万,中祥玖珑湾一期 业主急售 全新装修未入住 三房采光好 随时看
云星公园大观,章江新区章江路章江路18号,3室2厅2卫,123㎡,南,高层(共30层),2018年建造,17480元/㎡,215万,湖景房 赣州天花板豪宅   楼层三室两卫 滨江二小
章江南苑,章江新区五指峰路红都大道,2室2厅1卫,65㎡,南北,中层(共6层),2012年建造,10308元/㎡,67万,文清梅江  ，章江南苑南北通透二房，中间楼层，价格可谈
中航城,章江新区翠微路翠微路1号,4室2厅2卫,131㎡,南,高层(共28层),2012年建造,13970元/㎡,183万,豪德  附近 中航城欧式装修四房 边套使用 保养好
融耀江滨御景,章江新区五指峰路五指峰路,4室2厅3卫,142㎡,南,低层(共31层),2021年建造,16620元/㎡,236万,房东诚意出售江边花园小区精装四房两厅三卫
中海凯旋门,章江新区兴国路五指峰路22号,4室2厅2卫,128㎡,南,低层(共18层),2018年建造,18360元/㎡,235万,降价急售！高端住宅 精装四房 小区中央楼栋
中海国际社区锦园,章江新区兴国路五指峰路19号,3室2厅2卫,130㎡,南,中层(共27层),2015年建造,13308元/㎡,173万,惊爆价！惊喜好好好楼层中海地产豪装健康环保板材定制173万
阳光瑞香新城B区,章江新区红都大道金南路40号,3室2厅1卫,89㎡,南,低层(共7层),2008年建造,9214元/㎡,82万,单价9200文清叶坪  ，南北通透三房，好晒太阳，价格可谈
乾盛T1公馆,章江新区登峰大道登峰大道,4室2厅2卫,107㎡,南,中层(共27层),2019年建造,15795元/㎡,169万,捡漏！章江新区E4地块性价比  的4房
乾盛T1公馆,章江新区登峰大道登峰大道,5室2厅2卫,143㎡,南北,高层(共32层),2018年建造,17833元/㎡,255万,装修50万中央空调 豪装5房 中高楼层 看房方便
文明大道120号小区,章江新区钨都大道文明大道120号,4室2厅2卫,110㎡,南北,高层(共6层),1997年建造,6000元/㎡,66万,首期13个W 三康庙大润发隔壁四房两卫 配套齐全
豪德银座,章江新区章江南大道江南大道,2室2厅1卫,67㎡,南北,中层(共31层),2008年建造,12389元/㎡,83万,章江新区 滨江超大小区 中等楼层 全明采光 超值精装电梯两房
江南明珠,章江新区兴国路兴国路17号,4室2厅2卫,136㎡,南,中层(共11层),2008年建造,11765元/㎡,160万,章江新区必看好房 南北双阳台4房 中间楼层
中祥玖珑湾一期,章江新区梅关大道梅关大道,4室2厅2卫,137㎡,南,低层(共30层),2017年建造,15183元/㎡,208万,空气清新江边四房两厅两卫户型
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,128㎡,南,低层(共32层),2016年建造,13907元/㎡,178万,章江新区江景四房，南北通透双阳台，房东装修好没有入住，可谈
世纪嘉园,章江新区梅关大道梅关大道,4室2厅2卫,142㎡,南北,低层(共28层),2015年建造,12888元/㎡,183万,捡漏啦！真实在售，世纪嘉园南北通透双阳台毛坯四房，房东急售
联发雍榕华府,章江新区梅关大道梅关大道29号,3室2厅2卫,132㎡,南北,高层(共18层),2020年建造,16516元/㎡,218万,捡漏了联发雍榕华府 南北通透户型 全线江景无遮挡 毛坯价急售
保利联发康桥,章江新区新赣州大道兴国路,3室2厅1卫,92㎡,南北,低层(共32层),2020年建造,16196元/㎡,149万,拎包即住，全景VR看房，保利康桥精装3房，看小区园景
